ID,OKRES_OBEC,KOD_PRACOVISTE,KRAJ_NAZEV
3464,Chrudim-Kameničky,603,Pardubický kraj
3465,Chrudim-Kladno,603,Pardubický kraj
3466,Chrudim-Kočí,603,Pardubický kraj
3467,Chrudim-Kostelec u Heřmanova Městce,603,Pardubický kraj
3468,Chrudim-Krásné,603,Pardubický kraj
3469,Chrudim-Krouna,603,Pardubický kraj
3470,Chrudim-Leštinka,603,Pardubický kraj
3471,Chrudim-Libkov,603,Pardubický kraj
3472,Chrudim-Liboměřice,603,Pardubický kraj
3473,Chrudim-Lozice,603,Pardubický kraj
3474,Chrudim-Lukavice,603,Pardubický kraj
3475,Chrudim-Luže,603,Pardubický kraj
3476,Chrudim-Míčov-Sušice,603,Pardubický kraj
3477,Chrudim-Miřetice,603,Pardubický kraj
3478,Chrudim-Mladoňovice,603,Pardubický kraj
3479,Chrudim-Morašice,603,Pardubický kraj
3480,Chrudim-Nabočany,603,Pardubický kraj
3481,Chrudim-Načešice,603,Pardubický kraj
3482,Chrudim-Nasavrky,603,Pardubický kraj
3483,Chrudim-Orel,603,Pardubický kraj
3484,Chrudim-Perálec,603,Pardubický kraj
3485,Chrudim-Podhořany u Ronova,603,Pardubický kraj
3486,Chrudim-Pokřikov,603,Pardubický kraj
3487,Chrudim-Prachovice,603,Pardubický kraj
3488,Chrudim-Proseč,603,Pardubický kraj
3489,Chrudim-Prosetín,603,Pardubický kraj
3490,Chrudim-Předhradí,603,Pardubický kraj
3491,Chrudim-Přestavlky,603,Pardubický kraj
3492,Chrudim-Raná,603,Pardubický kraj
3493,Chrudim-Ronov nad Doubravou,603,Pardubický kraj
3494,Chrudim-Rosice,603,Pardubický kraj
3495,Chrudim-Řestoky,603,Pardubický kraj
3496,Chrudim-Seč,603,Pardubický kraj
3497,Chrudim-Skuteč,603,Pardubický kraj
3498,Chrudim-Slatiňany,603,Pardubický kraj
3499,Chrudim-Sobětuchy,603,Pardubický kraj
3500,Chrudim-Střemošice,603,Pardubický kraj
3501,Chrudim-Studnice,603,Pardubický kraj
3502,Chrudim-Svídnice,603,Pardubický kraj
3503,Chrudim-Svratouch,603,Pardubický kraj
3504,Chrudim-Tisovec,603,Pardubický kraj
3505,Chrudim-Trhová Kamenice,603,Pardubický kraj
3506,Chrudim-Trojovice,603,Pardubický kraj
3507,Chrudim-Třemošnice,603,Pardubický kraj
3508,Chrudim-Tuněchody,603,Pardubický kraj
3509,Chrudim-Úhřetice,603,Pardubický kraj
3510,Chrudim-Vápenný Podol,603,Pardubický kraj
3511,Chrudim-Včelákov,603,Pardubický kraj
3512,Chrudim-Vejvanovice,603,Pardubický kraj
3513,Chrudim-Vítanov,603,Pardubický kraj
3514,Chrudim-Vojtěchov,603,Pardubický kraj
3515,Chrudim-Vortová,603,Pardubický kraj
3516,Chrudim-Vrbatův Kostelec,603,Pardubický kraj
3517,Chrudim-Všeradov,603,Pardubický kraj
3518,Chrudim-Vysočina,603,Pardubický kraj
3519,Chrudim-Zaječice,603,Pardubický kraj
3520,Chrudim-Žumberk,603,Pardubický kraj
3521,Chrudim-Klešice,603,Pardubický kraj
3522,Chrudim-Smrček,603,Pardubický kraj
3523,Chrudim-Zderaz,603,Pardubický kraj
3524,Chrudim-Biskupice,603,Pardubický kraj
3525,Chrudim-Kněžice,603,Pardubický kraj
3526,Chrudim-Žlebské Chvalovice,603,Pardubický kraj
3527,Chrudim-Ostrov,603,Pardubický kraj
3528,Pardubice-Trnávka,606,Pardubický kraj
3529,Pardubice-Srnojedy,606,Pardubický kraj
3530,Pardubice-Pardubice,606,Pardubický kraj
3531,Pardubice-Chrtníky,606,Pardubický kraj
3532,Pardubice-Časy,606,Pardubický kraj
3533,Pardubice-Malé Výkleky,606,Pardubický kraj
3534,Pardubice-Lány u Dašic,606,Pardubický kraj
3535,Pardubice-Pravy,606,Pardubický kraj
3536,Pardubice-Křičeň,606,Pardubický kraj
3537,Pardubice-Němčice,606,Pardubický kraj
3538,Pardubice-Újezd u Sezemic,606,Pardubický kraj
3539,Pardubice-Černá u Bohdanče,606,Pardubický kraj
3540,Pardubice-Stéblová,606,Pardubický kraj
3541,Pardubice-Plch,606,Pardubický kraj
3542,Pardubice-Podůlšany,606,Pardubický kraj
3543,Pardubice-Dubany,606,Pardubický kraj
3544,Pardubice-Třebosice,606,Pardubický kraj
3545,Pardubice-Holotín,606,Pardubický kraj
3546,Pardubice-Sovolusky,606,Pardubický kraj
3547,Pardubice-Morašice,606,Pardubický kraj
3548,Pardubice-Neratov,606,Pardubický kraj
3549,Pardubice-Kunětice,606,Pardubický kraj
3550,Pardubice-Spojil,606,Pardubický kraj
3551,Pardubice-Barchov,606,Pardubický kraj
3552,Pardubice-Bezděkov,606,Pardubický kraj
3553,Pardubice-Lázně Bohdaneč,606,Pardubický kraj
3554,Pardubice-Borek,606,Pardubický kraj
3555,Pardubice-Brloh,606,Pardubický kraj
3556,Pardubice-Břehy,606,Pardubický kraj
3557,Pardubice-Bukovina nad Labem,606,Pardubický kraj
3558,Pardubice-Bukovina u Přelouče,606,Pardubický kraj
3559,Pardubice-Bukovka,606,Pardubický kraj
3560,Pardubice-Býšť,606,Pardubický kraj
3561,Pardubice-Čeperka,606,Pardubický kraj
3562,Pardubice-Čepí,606,Pardubický kraj
3563,Pardubice-Dašice,606,Pardubický kraj
3564,Pardubice-Dolany,606,Pardubický kraj
3565,Pardubice-Dolní Roveň,606,Pardubický kraj
3566,Pardubice-Dolní Ředice,606,Pardubický kraj
3567,Pardubice-Dříteč,606,Pardubický kraj
3568,Pardubice-Hlavečník,606,Pardubický kraj
3569,Pardubice-Holice,606,Pardubický kraj
3570,Pardubice-Horní Jelení,606,Pardubický kraj
3571,Pardubice-Horní Ředice,606,Pardubický kraj
3572,Pardubice-Hrobice,606,Pardubický kraj
3573,Pardubice-Choltice,606,Pardubický kraj
3574,Pardubice-Choteč,606,Pardubický kraj
3575,Pardubice-Chvaletice,606,Pardubický kraj
3576,Pardubice-Chvojenec,606,Pardubický kraj
3577,Pardubice-Chýšť,606,Pardubický kraj
3578,Pardubice-Jankovice,606,Pardubický kraj
3579,Pardubice-Jaroslav,606,Pardubický kraj
3580,Pardubice-Jedousov,606,Pardubický kraj
3581,Pardubice-Jeníkovice,606,Pardubický kraj
3582,Pardubice-Jezbořice,606,Pardubický kraj
3583,Pardubice-Kasalice,606,Pardubický kraj
3584,Pardubice-Kladruby nad Labem,606,Pardubický kraj
3585,Pardubice-Kojice,606,Pardubický kraj
3586,Pardubice-Kostěnice,606,Pardubický kraj
3587,Pardubice-Labské Chrčice,606,Pardubický kraj
3588,Pardubice-Libišany,606,Pardubický kraj
3589,Pardubice-Lipoltice,606,Pardubický kraj
3590,Pardubice-Litošice,606,Pardubický kraj
3591,Pardubice-Mikulovice,606,Pardubický kraj
3592,Pardubice-Mokošín,606,Pardubický kraj
3593,Pardubice-Moravany,606,Pardubický kraj
3594,Pardubice-Opatovice nad Labem,606,Pardubický kraj
3595,Pardubice-Ostřešany,606,Pardubický kraj
3596,Pardubice-Ostřetín,606,Pardubický kraj
3597,Pardubice-Poběžovice u Holic,606,Pardubický kraj
3598,Pardubice-Poběžovice u Přelouče,606,Pardubický kraj
3599,Pardubice-Přelouč,606,Pardubický kraj
3600,Pardubice-Přelovice,606,Pardubický kraj
3601,Pardubice-Přepychy,606,Pardubický kraj
3602,Pardubice-Ráby,606,Pardubický kraj
3603,Pardubice-Rohovládova Bělá,606,Pardubický kraj
3604,Pardubice-Rohoznice,606,Pardubický kraj
3605,Pardubice-Rokytno,606,Pardubický kraj
3606,Pardubice-Rybitví,606,Pardubický kraj
3607,Pardubice-Řečany nad Labem,606,Pardubický kraj
3608,Pardubice-Selmice,606,Pardubický kraj
3609,Pardubice-Semín,606,Pardubický kraj
3610,Pardubice-Sezemice,606,Pardubický kraj
3611,Pardubice-Slepotice,606,Pardubický kraj
3612,Pardubice-Sopřeč,606,Pardubický kraj
3613,Pardubice-Srch,606,Pardubický kraj
3614,Pardubice-Staré Hradiště,606,Pardubický kraj
3615,Pardubice-Staré Jesenčany,606,Pardubický kraj
3616,Pardubice-Staré Ždánice,606,Pardubický kraj
3617,Pardubice-Starý Mateřov,606,Pardubický kraj
3618,Pardubice-Stojice,606,Pardubický kraj
3619,Pardubice-Strašov,606,Pardubický kraj
3620,Pardubice-Svinčany,606,Pardubický kraj
3621,Pardubice-Svojšice,606,Pardubický kraj
3622,Pardubice-Tetov,606,Pardubický kraj
3623,Pardubice-Trusnov,606,Pardubický kraj
3624,Pardubice-Turkovice,606,Pardubický kraj
3625,Pardubice-Uhersko,606,Pardubický kraj
3626,Pardubice-Úhřetická Lhota,606,Pardubický kraj
3627,Pardubice-Újezd u Přelouče,606,Pardubický kraj
3628,Pardubice-Urbanice,606,Pardubický kraj
3629,Pardubice-Valy,606,Pardubický kraj
3630,Pardubice-Vápno,606,Pardubický kraj
3631,Pardubice-Veliny,606,Pardubický kraj
3632,Pardubice-Veselí,606,Pardubický kraj
3633,Pardubice-Vlčí Habřina,606,Pardubický kraj
3634,Pardubice-Voleč,606,Pardubický kraj
3635,Pardubice-Vysoké Chvojno,606,Pardubický kraj
3636,Pardubice-Vyšehněvice,606,Pardubický kraj
3637,Pardubice-Zdechovice,606,Pardubický kraj
3638,Pardubice-Žáravice,606,Pardubický kraj
3639,Pardubice-Živanice,606,Pardubický kraj
3640,Svitavy-Březová nad Svitavou,609,Pardubický kraj
3641,Svitavy-Bělá u Jevíčka,609,Pardubický kraj
3642,Svitavy-Želivsko,609,Pardubický kraj
3643,Svitavy-Řídký,609,Pardubický kraj
3644,Svitavy-Březinky,609,Pardubický kraj
3645,Svitavy-Hartinkov,609,Pardubický kraj
3646,Svitavy-Vrážné,609,Pardubický kraj
3647,Svitavy-Desná,609,Pardubický kraj
3648,Svitavy-Horní Újezd,609,Pardubický kraj
3649,Svitavy-Poříčí u Litomyšle,609,Pardubický kraj
3650,Svitavy-Nová Ves u Jarošova,609,Pardubický kraj
3651,Svitavy-Biskupice,609,Pardubický kraj
3652,Svitavy-Banín,609,Pardubický kraj
3653,Svitavy-Bělá nad Svitavou,609,Pardubický kraj
3654,Svitavy-Kukle,609,Pardubický kraj
3655,Svitavy-Nová Sídla,609,Pardubický kraj
3656,Svitavy-Tržek,609,Pardubický kraj
3657,Svitavy-Útěchov,609,Pardubický kraj
3658,Svitavy-Borušov,609,Pardubický kraj
3659,Svitavy-Dětřichov u Moravské Třebové,609,Pardubický kraj
3660,Svitavy-Hradec nad Svitavou,609,Pardubický kraj
3661,Svitavy-Javorník,609,Pardubický kraj
3662,Svitavy-Opatovec,609,Pardubický kraj
3663,Svitavy-Chmelík,609,Pardubický kraj
3664,Svitavy-Karle,609,Pardubický kraj
3665,Svitavy-Bezděčí u Trnávky,609,Pardubický kraj
3666,Svitavy-Gruna,609,Pardubický kraj
3667,Svitavy-Radkov,609,Pardubický kraj
3668,Svitavy-Svitavy,609,Pardubický kraj
3669,Svitavy-Benátky,609,Pardubický kraj
3670,Svitavy-Bohuňov,609,Pardubický kraj
3671,Svitavy-Bohuňovice,609,Pardubický kraj
3672,Svitavy-Borová,609,Pardubický kraj
3673,Svitavy-Brněnec,609,Pardubický kraj
3674,Svitavy-Březina,609,Pardubický kraj
3675,Svitavy-Březiny,609,Pardubický kraj
3676,Svitavy-Budislav,609,Pardubický kraj
3677,Svitavy-Bystré,609,Pardubický kraj
3678,Svitavy-Cerekvice nad Loučnou,609,Pardubický kraj
3679,Svitavy-Čistá,609,Pardubický kraj
3680,Svitavy-Dětřichov,609,Pardubický kraj
3681,Svitavy-Dlouhá Loučka,609,Pardubický kraj
3682,Svitavy-Dolní Újezd,609,Pardubický kraj
3683,Svitavy-Hartmanice,609,Pardubický kraj
3684,Svitavy-Horky,609,Pardubický kraj
3685,Svitavy-Chornice,609,Pardubický kraj
3686,Svitavy-Chotěnov,609,Pardubický kraj
3687,Svitavy-Chotovice,609,Pardubický kraj
3688,Svitavy-Chrastavec,609,Pardubický kraj
3689,Svitavy-Janov,609,Pardubický kraj
3690,Svitavy-Janůvky,609,Pardubický kraj
3691,Svitavy-Jaroměřice,609,Pardubický kraj
3692,Svitavy-Jarošov,609,Pardubický kraj
3693,Svitavy-Jedlová,609,Pardubický kraj
3694,Svitavy-Jevíčko,609,Pardubický kraj
3695,Svitavy-Kamenec u Poličky,609,Pardubický kraj
3696,Svitavy-Kamenná Horka,609,Pardubický kraj
3697,Svitavy-Koclířov,609,Pardubický kraj
3698,Svitavy-Korouhev,609,Pardubický kraj
3699,Svitavy-Koruna,609,Pardubický kraj
3700,Svitavy-Křenov,609,Pardubický kraj
3701,Svitavy-Kunčina,609,Pardubický kraj
3702,Svitavy-Květná,609,Pardubický kraj
3703,Svitavy-Lavičné,609,Pardubický kraj
3704,Svitavy-Linhartice,609,Pardubický kraj
3705,Svitavy-Litomyšl,609,Pardubický kraj
3706,Svitavy-Lubná,609,Pardubický kraj
3707,Svitavy-Makov,609,Pardubický kraj
3708,Svitavy-Malíkov,609,Pardubický kraj
3709,Svitavy-Městečko Trnávka,609,Pardubický kraj
3710,Svitavy-Mikuleč,609,Pardubický kraj
3711,Svitavy-Mladějov na Moravě,609,Pardubický kraj
3712,Svitavy-Morašice,609,Pardubický kraj
3713,Svitavy-Moravská Třebová,609,Pardubický kraj
3714,Svitavy-Nedvězí,609,Pardubický kraj
3715,Svitavy-Oldřiš,609,Pardubický kraj
3716,Svitavy-Opatov,609,Pardubický kraj
3717,Svitavy-Osík,609,Pardubický kraj
3718,Svitavy-Pohledy,609,Pardubický kraj
3719,Svitavy-Polička,609,Pardubický kraj
3720,Svitavy-Pomezí,609,Pardubický kraj
3721,Svitavy-Příluka,609,Pardubický kraj
3722,Svitavy-Pustá Kamenice,609,Pardubický kraj
3723,Svitavy-Pustá Rybná,609,Pardubický kraj
3724,Svitavy-Radiměř,609,Pardubický kraj
3725,Svitavy-Rohozná,609,Pardubický kraj
3726,Svitavy-Rozhraní,609,Pardubický kraj
3727,Svitavy-Rozstání,609,Pardubický kraj
3728,Svitavy-Rudná,609,Pardubický kraj
3729,Svitavy-Rychnov na Moravě,609,Pardubický kraj
3730,Svitavy-Sádek,609,Pardubický kraj
3731,Svitavy-Sebranice,609,Pardubický kraj
3732,Svitavy-Sedliště,609,Pardubický kraj
3733,Svitavy-Sklené,609,Pardubický kraj
3734,Svitavy-Slatina,609,Pardubický kraj
3735,Svitavy-Staré Město,609,Pardubický kraj
3736,Svitavy-Stašov,609,Pardubický kraj
3737,Svitavy-Strakov,609,Pardubický kraj
3738,Svitavy-Suchá Lhota,609,Pardubický kraj
3739,Svitavy-Svojanov,609,Pardubický kraj
3740,Svitavy-Široký Důl,609,Pardubický kraj
3741,Svitavy-Študlov,609,Pardubický kraj
3742,Svitavy-Telecí,609,Pardubický kraj
3743,Svitavy-Trpín,609,Pardubický kraj
3744,Svitavy-Trstěnice,609,Pardubický kraj
3745,Svitavy-Třebařov,609,Pardubický kraj
3746,Svitavy-Újezdec,609,Pardubický kraj
3747,Svitavy-Vendolí,609,Pardubický kraj
3748,Svitavy-Vidlatá Seč,609,Pardubický kraj
3749,Svitavy-Víska u Jevíčka,609,Pardubický kraj
3750,Svitavy-Vítějeves,609,Pardubický kraj
3751,Svitavy-Vranová Lhota,609,Pardubický kraj
3752,Svitavy-Vysoká,609,Pardubický kraj
3753,Svitavy-Sloupnice,609,Pardubický kraj
3754,Svitavy-Němčice,609,Pardubický kraj
3755,Svitavy-Vlčkov,609,Pardubický kraj
3756,Ústí nad Orlicí-Rybník,611,Pardubický kraj
3757,Ústí nad Orlicí-Trpík,611,Pardubický kraj
3758,Ústí nad Orlicí-Sobkovice,611,Pardubický kraj
3759,Ústí nad Orlicí-Hrádek,611,Pardubický kraj
3760,Ústí nad Orlicí-Albrechtice,611,Pardubický kraj
3761,Ústí nad Orlicí-Bošín,611,Pardubický kraj
3762,Ústí nad Orlicí-Dlouhá Třebová,611,Pardubický kraj
3763,Ústí nad Orlicí-Vračovice-Orlov,611,Pardubický kraj
3764,Ústí nad Orlicí-Dlouhoňovice,611,Pardubický kraj
3765,Ústí nad Orlicí-Helvíkovice,611,Pardubický kraj
3766,Ústí nad Orlicí-Běstovice,611,Pardubický kraj
3767,Ústí nad Orlicí-Semanín,611,Pardubický kraj
3768,Ústí nad Orlicí-Leština,611,Pardubický kraj
3769,Ústí nad Orlicí-Nové Hrady,611,Pardubický kraj
3770,Ústí nad Orlicí-Řepníky,611,Pardubický kraj
3771,Ústí nad Orlicí-Stradouň,611,Pardubický kraj
3772,Ústí nad Orlicí-Vinary,611,Pardubický kraj
3773,Ústí nad Orlicí-Anenská Studánka,611,Pardubický kraj
3774,Ústí nad Orlicí-Sázava,611,Pardubický kraj
3775,Ústí nad Orlicí-Kosořín,611,Pardubický kraj
3776,Ústí nad Orlicí-Radhošť,611,Pardubický kraj
3777,Ústí nad Orlicí-Týnišťko,611,Pardubický kraj
3778,Ústí nad Orlicí-Ústí nad Orlicí,611,Pardubický kraj
3779,Ústí nad Orlicí-Brandýs nad Orlicí,611,Pardubický kraj
3780,Ústí nad Orlicí-Bučina,611,Pardubický kraj
3781,Ústí nad Orlicí-Bystřec,611,Pardubický kraj
3782,Ústí nad Orlicí-Cotkytle,611,Pardubický kraj
3783,Ústí nad Orlicí-Čenkovice,611,Pardubický kraj
3784,Ústí nad Orlicí-Červená Voda,611,Pardubický kraj
3785,Ústí nad Orlicí-Česká Rybná,611,Pardubický kraj
3786,Ústí nad Orlicí-Česká Třebová,611,Pardubický kraj
3787,Ústí nad Orlicí-České Heřmanice,611,Pardubický kraj
3788,Ústí nad Orlicí-České Libchavy,611,Pardubický kraj
3789,Ústí nad Orlicí-České Petrovice,611,Pardubický kraj
3790,Ústí nad Orlicí-Damníkov,611,Pardubický kraj
3791,Ústí nad Orlicí-Dobříkov,611,Pardubický kraj
3792,Ústí nad Orlicí-Dolní Čermná,611,Pardubický kraj
3793,Ústí nad Orlicí-Dolní Dobrouč,611,Pardubický kraj
3794,Ústí nad Orlicí-Libchavy,611,Pardubický kraj
3795,Ústí nad Orlicí-Dolní Morava,611,Pardubický kraj
3796,Ústí nad Orlicí-Džbánov,611,Pardubický kraj
3797,Ústí nad Orlicí-Hejnice,611,Pardubický kraj
3798,Ústí nad Orlicí-Hnátnice,611,Pardubický kraj
3799,Ústí nad Orlicí-Horní Čermná,611,Pardubický kraj
3800,Ústí nad Orlicí-Horní Heřmanice,611,Pardubický kraj
3801,Ústí nad Orlicí-Horní Třešňovec,611,Pardubický kraj
3802,Ústí nad Orlicí-Hrušová,611,Pardubický kraj
3803,Ústí nad Orlicí-Choceň,611,Pardubický kraj
3804,Ústí nad Orlicí-Jablonné nad Orlicí,611,Pardubický kraj
3805,Ústí nad Orlicí-Jamné nad Orlicí,611,Pardubický kraj
3806,Ústí nad Orlicí-Javorník,611,Pardubický kraj
3807,Ústí nad Orlicí-Jehnědí,611,Pardubický kraj
3808,Ústí nad Orlicí-Kameničná,611,Pardubický kraj
3809,Ústí nad Orlicí-Klášterec nad Orlicí,611,Pardubický kraj
3810,Ústí nad Orlicí-Koldín,611,Pardubický kraj
3811,Ústí nad Orlicí-Králíky,611,Pardubický kraj
3812,Ústí nad Orlicí-Krasíkov,611,Pardubický kraj
3813,Ústí nad Orlicí-Kunvald,611,Pardubický kraj
3814,Ústí nad Orlicí-Lanškroun,611,Pardubický kraj
3815,Ústí nad Orlicí-Letohrad,611,Pardubický kraj
3816,Ústí nad Orlicí-Libecina,611,Pardubický kraj
3817,Ústí nad Orlicí-Lichkov,611,Pardubický kraj
3818,Ústí nad Orlicí-Líšnice,611,Pardubický kraj
3819,Ústí nad Orlicí-Lubník,611,Pardubický kraj
3820,Ústí nad Orlicí-Lukavice,611,Pardubický kraj
3821,Ústí nad Orlicí-Luková,611,Pardubický kraj
3822,Ústí nad Orlicí-Mistrovice,611,Pardubický kraj
3823,Ústí nad Orlicí-Mladkov,611,Pardubický kraj
3824,Ústí nad Orlicí-Mostek,611,Pardubický kraj
3825,Ústí nad Orlicí-Nasavrky,611,Pardubický kraj
3826,Ústí nad Orlicí-Nekoř,611,Pardubický kraj
3827,Ústí nad Orlicí-Svatý Jiří,611,Pardubický kraj
3828,Ústí nad Orlicí-Orlické Podhůří,611,Pardubický kraj
3829,Ústí nad Orlicí-Orličky,611,Pardubický kraj
3830,Ústí nad Orlicí-Ostrov,611,Pardubický kraj
3831,Ústí nad Orlicí-Oucmanice,611,Pardubický kraj
3832,Ústí nad Orlicí-Pastviny,611,Pardubický kraj
3833,Ústí nad Orlicí-Petrovice,611,Pardubický kraj
3834,Ústí nad Orlicí-Písečná,611,Pardubický kraj
3835,Ústí nad Orlicí-Plchovice,611,Pardubický kraj
3836,Ústí nad Orlicí-Podlesí,611,Pardubický kraj
3837,Ústí nad Orlicí-Přívrat,611,Pardubický kraj
3838,Ústí nad Orlicí-Pustina,611,Pardubický kraj
3839,Ústí nad Orlicí-Rudoltice,611,Pardubický kraj
3840,Ústí nad Orlicí-Řetová,611,Pardubický kraj
3841,Ústí nad Orlicí-Řetůvka,611,Pardubický kraj
3842,Ústí nad Orlicí-Seč,611,Pardubický kraj
3843,Ústí nad Orlicí-Skořenice,611,Pardubický kraj
3844,Ústí nad Orlicí-Slatina,611,Pardubický kraj
3845,Ústí nad Orlicí-Sopotnice,611,Pardubický kraj
3846,Ústí nad Orlicí-Sruby,611,Pardubický kraj
3847,Ústí nad Orlicí-Strážná,611,Pardubický kraj
3848,Ústí nad Orlicí-Studené,611,Pardubický kraj
3849,Ústí nad Orlicí-Sudislav nad Orlicí,611,Pardubický kraj
3850,Ústí nad Orlicí-Sudslava,611,Pardubický kraj
3851,Ústí nad Orlicí-Šedivec,611,Pardubický kraj
3852,Ústí nad Orlicí-Tatenice,611,Pardubický kraj
3853,Ústí nad Orlicí-Těchonín,611,Pardubický kraj
3854,Ústí nad Orlicí-Tisová,611,Pardubický kraj
3855,Ústí nad Orlicí-Třebovice,611,Pardubický kraj
3856,Ústí nad Orlicí-Újezd u Chocně,611,Pardubický kraj
3857,Ústí nad Orlicí-Velká Skrovnice,611,Pardubický kraj
3858,Ústí nad Orlicí-Verměřovice,611,Pardubický kraj
